tweet_id,tweet_url,text,created_at,lang,like_count,retweet_count,reply_count,quote_count,view_count,is_reply,in_reply_to_id,conversation_id,username,followers,tweet_length,contains_url,contains_media,source_type,text_processed,label_gpt,confidence_gpt,reasoning_gpt,label_claude,confidence_claude,reasoning_claude
2000059633847980308,https://x.com/umitatDlanor24/status/2000059633847980308,"@xquitavee Sdh mulai itu program MBG kuras semua potensi dana, yg lbh baik n tepar utk proyek""yg lbh berguna drpd pemborosan dg makan gratis @prabowo ini , yg harusnya dg uang pribadi^nya sbg bentuk sedekah.",Sun Dec 14 04:25:50 +0000 2025,in,0,0,1,0,27,True,2.000038481880613e+18,2000038481880613014,umitatDlanor24,311,207,False,False,search,program mbg kuras potensi dana lbh tepar proyek lbh berguna drpd pemborosan dg makan gratis dg uang pribadi sbg bentuk sedekah,NEGATIF,0.9,Tweet ini mengungkapkan kritik terhadap program MBG dengan menyebutkan pemborosan dan menyarankan bahwa ada proyek yang lebih berguna.,NEGATIF,0.85,"Tweet mengkritik Program MBG dengan menyebut 'kuras potensi dana' dan 'pemborosan', serta menyarankan alternatif yang dianggap lebih berguna. Meskipun menggunakan bahasa gaul/singkat, sentimen penolakan dan kekhawatiran terhadap efektivitas program sangat jelas."
1994266729485357477,https://x.com/grok/status/1994266729485357477,"@jejeboy982 @Jateng_Twit Ide bagus untuk mengurangi potensi korupsi dan memastikan dana tepat sasaran. Tapi perlu kajian: apakah uang akan benar-benar untuk gizi anak? Program makan gratis Prabowo memang bertujuan nutrisi, jadi cash transfer bisa efektif jika ada pengawasan. Saya setuju jika terbukti lebih efisien! ✋",Fri Nov 28 04:46:54 +0000 2025,in,0,0,0,0,78,True,1.9942665224251556e+18,1994210227063763146,grok,8503426,318,False,False,search,ide bagus mengurangi potensi korupsi dana sasaran kajian uang gizi anak program makan gratis prabowo bertujuan nutrisi cash transfer efektif pengawasan setuju terbukti efisien,POSITIF,0.85,Tweet mengekspresikan dukungan terhadap program dengan menyebutkan ide bagus dan setuju bahwa program tersebut efektif dan efisien.,POSITIF,0.6,parsed from text
1986344825613094950,https://x.com/inipunyanaf/status/1986344825613094950,"@Prilian08 ini kata grok ""Itu gambar hasil generasi AI, bro. Teksnya penuh kesalahan dan sumber https://t.co/w1MMkNujlG jelas fiktif, bukan berita asli. Program makan gratis Prabowo memang ada isu, tapi ini hoax buat ngejek.""",Thu Nov 06 08:08:05 +0000 2025,in,0,0,0,0,37,True,1.9862085848213507e+18,1986208584821350654,inipunyanaf,24,225,True,False,search,grok gambar hasil generasi ai bro teksnya penuh kesalahan sumber fiktif bukan berita asli program makan gratis prabowo isu hoax ngejek,NEGATIF,0.9,"Tweet mengandung kritik terhadap program makan gratis dan menyebutkan isu hoax serta kesalahan, menunjukkan ketidakpuasan.",NEGATIF,0.6,parsed from text
1986291831467028980,https://x.com/grok/status/1986291831467028980,"@abunawasrifaie @Prilian08 Itu gambar hasil generasi AI, bro. Teksnya penuh kesalahan dan sumber https://t.co/y3IhKfLWAm jelas fiktif, bukan berita asli. Program makan gratis Prabowo memang ada isu, tapi ini hoax buat ngejek.",Thu Nov 06 04:37:30 +0000 2025,in,1,0,0,1,1750,True,1.9862917025257638e+18,1986208584821350654,grok,8503426,225,True,False,search,gambar hasil generasi ai bro teksnya penuh kesalahan sumber fiktif bukan berita asli program makan gratis prabowo isu hoax ngejek,NEGATIF,0.9,"Tweet mengandung kritik terhadap program makan gratis dan menyebutnya sebagai hoax, menunjukkan ketidakpuasan.",NEGATIF,0.92,"Tweet mengkritik Program Makan Gratis Prabowo dengan menyatakan bahwa konten yang beredar adalah hasil AI dengan kesalahan, sumber fiktif, bukan berita asli, dan merupakan hoax. Penggunaan kata 'hoax', 'ngejek', dan penolakan kredibilitas program menunjukkan sentimen negatif yang kuat terhadap program tersebut."
1981239161672913407,https://x.com/akuratco/status/1981239161672913407,"Presiden Brasil Akan Kunjungi Sekolah Penerima Program Makan Gratis Prabowo

Presiden Brasil Luiz Inácio Lula da Silva tiba di Jakarta, Rabu (22/10/2025) sore. Pesawat yang membawa Presiden Lula dan rombongan terbatas mendarat di Lanud Halim Perdanakusuma sekitar pukul 17.45 WIB.

Kedatangan Presiden Lula disambut langsung oleh Menteri Pertanian Andi Amran Sulaiman di bandara.

Dalam kunjungan kenegaraan ini, Presiden Lula dijadwalkan melakukan pertemuan bilateral dengan Presiden Prabowo Subianto di Istana Merdeka, Jakarta, pada Kamis (23/10/2025).

Selain agenda pertemuan resmi, Presiden Lula juga direncanakan meninjau pelaksanaan program Makan Bergizi Gratis (MBG) di salah satu sekolah di Jakarta.

Hal ini dikonfirmasi oleh Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi.

“Direncanakan (Presiden Lula akan meninjau MBG di sekolah), tetapi kita lihat besok,” ujar Prasetyo di Istana Negara, Jakarta, Rabu.

Brasil dikenal sebagai salah satu negara yang telah lama menerapkan program makan gratis bagi anak-anak sekolah.

Program tersebut kerap menjadi inspirasi bagi Presiden Prabowo dalam merancang kebijakan MBG di Indonesia.",Thu Oct 23 06:00:00 +0000 2025,in,0,0,0,0,117,False,,1981239161672913407,akuratco,17937,1144,False,False,search,presiden brasil kunjungi sekolah penerima program makan gratis prabowo presiden brasil luiz in cio lula da silva jakarta rabu 22 10 2025 sore pesawat membawa presiden lula rombongan terbatas mendarat lanud halim perdanakusuma 17 45 wib kedatangan presiden lula disambut langsung menteri pertanian andi amran sulaiman bandara kunjungan kenegaraan presiden lula dijadwalkan pertemuan bilateral presiden prabowo subianto istana merdeka jakarta kamis 23 10 2025 agenda pertemuan resmi presiden lula direncanakan meninjau pelaksanaan program makan bergizi gratis mbg salah sekolah jakarta dikonfirmasi menteri sekretaris negara mensesneg prasetyo hadi direncanakan presiden lula meninjau mbg sekolah lihat besok prasetyo istana negara jakarta rabu brasil dikenal salah negara menerapkan program makan gratis anak anak sekolah program kerap inspirasi presiden prabowo merancang kebijakan mbg indonesia,NETRAL,0.9,Tweet menyampaikan informasi faktual tentang kunjungan presiden Brasil dan program makan bergizi gratis tanpa mengekspresikan opini atau sentimen yang jelas.,NETRAL,0.85,"Tweet menyampaikan informasi faktual tentang kunjungan Presiden Brasil ke Indonesia dan rencana meninjau Program MBG. Konten berupa berita/laporan peristiwa dengan detail waktu, tempat, dan agenda tanpa mengekspresikan opini atau sentimen yang jelas terhadap program MBG itu sendiri."
1978601365468508205,https://x.com/HarapanUsiaEmas/status/1978601365468508205,"@DivHumas_Polri SPPG Polri Lampung? BUKAN SEKEDAR BAGUS, INI BOMBASTIS! 

Steril total, rinci gila, selaras program makan gratis Prabowo. Ombudsman bener: Ini teladan, bukan omong kosong! 

Daerah lain? Bangun atau tenggelam!",Wed Oct 15 23:18:20 +0000 2025,in,0,0,0,0,17,True,1.9779793244910182e+18,1977979324491018366,HarapanUsiaEmas,12,225,False,False,search,sppg polri lampung bukan sekedar bagus bombastis steril total rinci gila selaras program makan gratis prabowo ombudsman bener teladan bukan omong kosong daerah bangun tenggelam,NEGATIF,0.85,"Tweet mengandung kritik terhadap program dengan kata-kata seperti 'omong kosong' dan 'tenggelam', menunjukkan ketidakpuasan.",POSITIF,0.75,"Tweet menggunakan kata-kata positif seperti 'bagus', 'bener', 'teladan' dan mengasosiasikan Program Makan Gratis Prabowo dengan hal-hal positif. Meskipun struktur kalimat kompleks dan menggunakan slang, sentimen keseluruhan menunjukkan dukungan dan apresiasi terhadap program, dengan pujian terhadap implementasinya di daerah."
1976172332436828592,https://x.com/brandofebrio/status/1976172332436828592,"@ARSIPAJA Makanya jauh lebih penting sekolah gratis dprd makan gratis.
@prabowo @setkabgoid @KemensetnegRI @Gerindra @bang_dasco @PDI_Perjuangan @ganjarpranowo @DPR_RI @officialMKRI",Thu Oct 09 06:26:14 +0000 2025,in,0,0,0,0,26,True,1.976090233104933e+18,1976090233104933113,brandofebrio,67,181,False,False,search,sekolah gratis dprd makan gratis,NETRAL,0.9,Tweet menyampaikan informasi faktual tentang sekolah dan makan gratis tanpa mengekspresikan opini atau sentimen yang jelas.,NETRAL,0.85,"Tweet hanya menyampaikan informasi faktual tentang program gratis (sekolah dan makan) tanpa mengekspresikan opini, dukungan, atau kritik yang jelas. Tidak ada indikator sentimen positif atau negatif yang eksplisit."
1973508063589179914,https://x.com/yulian667192/status/1973508063589179914,Masih maubdilanjutkan? Bukankah konstitusi menyatakan bahwa rakyat itu haknya adalah mendapatkan pendidikan gratis bukan makan gratis @prabowo @DPR_RI @bgn,Wed Oct 01 21:59:23 +0000 2025,in,0,0,0,0,23,False,,1973508063589179914,yulian667192,206,155,False,False,search,maubdilanjutkan konstitusi rakyat haknya pendidikan gratis bukan makan gratis,NEGATIF,0.85,"Tweet ini mengungkapkan kritik terhadap fokus program pada makan gratis, menunjukkan ketidakpuasan terhadap prioritas pendidikan.",NEGATIF,0.85,"Tweet mengkritik Program MBG dengan menyatakan bahwa hak konstitusional rakyat adalah pendidikan gratis, bukan makan gratis. Ini mengindikasikan penolakan/keberatan terhadap prioritas program MBG dan menyiratkan bahwa program ini bukan prioritas yang tepat."
1973171440787792269,https://x.com/Lucageboyy/status/1973171440787792269,Mgp apa anying makan gratis prabowo.,Tue Sep 30 23:41:45 +0000 2025,in,0,0,1,0,1189,False,,1973171440787792269,Lucageboyy,62,36,False,False,search,mgp anying makan gratis prabowo,NETRAL,0.8,Tweet ini menyampaikan informasi tentang makan gratis tanpa ekspresi sentimen yang jelas.,NETRAL,0.65,"Tweet menggunakan bahasa gaul/slang ('anying') dan menyebutkan program makan gratis dengan nama pemerintah (Prabowo), namun tidak mengekspresikan sentimen yang jelas. Pernyataan bersifat faktual tanpa opini positif atau negatif yang eksplisit."
1972868376402997706,https://x.com/grok/status/1972868376402997706,"@9H0st66 @prabowo @DPR_RI Ya, seperti yang kita bahas sebelumnya, perencanaan matang krusial untuk hindari turbulensi. Kasus keracunan makanan di program makan gratis Prabowo memang jadi sorotan: ribuan siswa sakit, ada seruan hentikan sementara (sumber: Reuters, Antara). Pemerintah evaluasi & percepat implementasi (Setkab). Pengawasan vendor & DPR penting agar tujuan baik tercapai tanpa kelalaian. Bagaimana pendapatmu?",Tue Sep 30 03:37:29 +0000 2025,in,0,0,1,0,30,True,1.97286817375103e+18,1972868173751030108,grok,8503429,423,False,False,search,ya bahas perencanaan matang krusial hindari turbulensi keracunan makanan program makan gratis prabowo sorotan ribuan siswa sakit seruan hentikan sumber reuters pemerintah evaluasi percepat implementasi setkab pengawasan vendor dpr tujuan tercapai tanpa kelalaian pendapatmu,NEGATIF,0.85,"Tweet menyebutkan masalah keracunan makanan dan seruan untuk menghentikan program, menunjukkan kritik dan kekhawatiran terhadap pelaksanaan Program MBG.",NEGATIF,0.85,"Tweet mengandung kritik terhadap Program MBG dengan menyoroti masalah keracunan makanan, ribuan siswa sakit, dan seruan untuk menghentikan program. Meskipun juga menyebutkan evaluasi dan pengawasan, framing utama adalah problematik dan mengekspresikan kekhawatiran serius tentang keamanan pangan dan implementasi program yang bermasalah."
1972602510998380796,https://x.com/medicalsherry/status/1972602510998380796,"@alisyarief 1. MBG merupakan program prabowo
2. PKI menyusup membunuh anak2 dna menurunkan prabowo lewat makan gratis
.
.
.
.
.
.
.
Prabowo adalah PKI?????🤣🤣🤣",Mon Sep 29 10:01:02 +0000 2025,in,0,0,0,0,90,True,1.972207406437618e+18,1972207406437617858,medicalsherry,994,158,False,False,search,mbg program prabowo pki menyusup membunuh anak2 dna menurunkan prabowo makan gratis prabowo pki,NEGATIF,0.9,"Tweet mengandung kritik dan menyebutkan konspirasi negatif terkait program, menunjukkan ketidakpuasan.",NEGATIF,0.95,"Tweet mengandung tuduhan serius dan konspirasi terhadap Program MBG, menyebutkan 'membunuh anak-anak', 'DNA', dan mengaitkan dengan PKI. Menggunakan bahasa yang sangat kritis dan penuh kekhawatiran/ketakutan terhadap program, menunjukkan penolakan dan kecurigaan yang kuat."
2006091953461711142,https://x.com/Ales23160030/status/2006091953461711142,@SumandoGaek Yaa pak udah tua jadi banyak dosaa pak malah banyak omon omon kalo udah jadi program makan gratis doank wkwkw buat anak SD lagi,Tue Dec 30 19:56:07 +0000 2025,in,0,0,0,0,9,True,2.005392060287693e+18,2005392060287693116,Ales23160030,9,140,False,False,search,yaa tua dosaa omon omon program makan gratis doank wkwkw anak sd,NETRAL,0.8,Tweet ini menyampaikan informasi tentang program makan gratis tanpa ekspresi dukungan atau kritik yang jelas.,NEGATIF,0.75,"Tweet menggunakan bahasa gaul/slang yang merendahkan program MBG dengan frasa 'tua dosa' dan 'doank' (hanya), serta nada sarkastis yang ditunjukkan dengan 'wkwkw'. Meskipun menggunakan humor, tweet ini mengekspresikan kekecewaan/kritik terhadap program yang dianggap tidak cukup atau tidak bermakna."
2005843608671330707,https://x.com/khionesaoirse/status/2005843608671330707,Kan emang dongo. Milih makan gratis karena instead of milih hidup baik yg bisa bikin mereka makan lebih enak dan bergizi dibanding program makan gratis,Tue Dec 30 03:29:17 +0000 2025,in,0,0,0,0,96,False,,2005843608671330707,khionesaoirse,124,151,False,False,search,emang dongo milih makan gratis instead of milih hidup bikin makan enak bergizi dibanding program makan gratis,NEGATIF,0.9,"Tweet ini mengungkapkan kritik terhadap pilihan program makan gratis, menunjukkan ketidakpuasan dan penolakan terhadapnya.",NEGATIF,0.85,"Tweet menggunakan kata 'dongo' (bodoh) untuk mengkritik pilihan makan gratis, menyiratkan program MBG tidak efektif dan lebih baik membuat makanan sendiri yang bergizi. Terdapat penolakan implisit terhadap program dengan perbandingan negatif."
2005521038311141527,https://x.com/siviahelda/status/2005521038311141527,"@ndlwrn @hammsqi Apapun wadahnya, yang penting program makan gratis ini tetap sampai ke tangan siswa. Salut buat Kerja Nyata pemerintah yang konsisten. #LanjutkanMBG",Mon Dec 29 06:07:30 +0000 2025,in,0,0,0,0,27,True,2.0054709850222838e+18,2005256743048376603,siviahelda,54,165,False,False,search,apapun wadahnya program makan gratis tangan siswa salut kerja nyata pemerintah konsisten,POSITIF,0.9,Tweet mengekspresikan dukungan dan apresiasi terhadap program makan gratis dengan menyebutkan 'salut' dan 'kerja nyata pemerintah'.,POSITIF,0.92,"Tweet mengekspresikan apresiasi dan dukungan terhadap Program MBG dengan kata-kata positif seperti 'salut', 'kerja nyata', dan 'konsisten'. Penulis memuji komitmen pemerintah dalam mengimplementasikan program tersebut tanpa kritik atau kekhawatiran."
2005206983516082632,https://x.com/jinseinomerodi/status/2005206983516082632,"@YOO_chanyeol ⠀⠀Mendekat, lalu bisik-bisik. ""Itu tuh... yang punya program makan gratis...""",Sun Dec 28 09:19:34 +0000 2025,in,0,0,1,0,81,True,2.0033911371309059e+18,2001876874415477093,jinseinomerodi,160,91,False,False,search,mendekat bisik bisik program makan gratis,NETRAL,0.8,Tweet menyampaikan informasi tentang program makan gratis tanpa mengekspresikan opini atau sentimen yang jelas.,NETRAL,0.75,Tweet hanya menyampaikan informasi faktual tentang program makan gratis tanpa mengekspresikan opini atau sentimen yang jelas. Frasa 'mendekat bisik bisik' menunjukkan penyebaran informasi/rumor tetapi tidak mengandung indikator sentimen positif atau negatif yang eksplisit.
2004969419575845098,https://x.com/grok/status/2004969419575845098,"@aristo_bharata @indepenSumatera Saya analisa cuitan di X sejak Okt 2025: Banyak kritik soal ekonomi lambat, protes, & pengaruh militer (misal dari TrendAsia_Org, jatamnas), tapi ada pujian atas pertumbuhan GDP 5% & program makan gratis (dari prabowo resmi). Bandingkan dgn survei terkini (Nov-Des 2025) dari Indikator & Reuters: approval 77-78%, meski ada penurunan krn isu ekonomi. Sebagai AI, saya andalkan data beragam; opini publik memang variatif. Kamu pikir gimana?",Sat Dec 27 17:35:34 +0000 2025,in,0,0,1,0,34,True,2.0049691454448192e+18,2004865327457521980,grok,8503429,472,False,False,search,analisa cuitan okt 2025 kritik ekonomi lambat protes pengaruh militer trendasia org jatamnas pujian pertumbuhan gdp program makan gratis prabowo resmi bandingkan survei terkini nov des 2025 indikator reuters approval 77 78 penurunan isu ekonomi ai andalkan data beragam opini publik variatif pikir,NETRAL,0.85,Tweet menyampaikan informasi faktual dan analisis tanpa mengekspresikan opini sentimen yang jelas.,NETRAL,0.85,"Tweet ini adalah kumpulan topik/keyword yang bersifat informatif dan faktual tanpa mengekspresikan sentimen yang jelas terhadap Program MBG. Meskipun menyebutkan 'program makan gratis', konteks keseluruhan adalah analisis data, survei, dan indikator ekonomi yang bersifat deskriptif. Tidak ada ekspresi dukungan, kritik, atau opini yang dominan terhadap program tersebut."
2004900903959060976,https://x.com/grok/status/2004900903959060976,"@Mohamma43717442 @FaGtng Beberapa bukti nyata dari tahun pertama Prabowo sebagai presiden Indonesia, berdasarkan sumber beragam:

Positif: Kemajuan diplomasi dengan 15 kunjungan ke 24 negara, pertemuan pemimpin global, dan peran aktif di PBB mendukung Palestina (Antara News).

Program makan gratis untuk anak sekolah diluncurkan, tapi hadapi tantangan seperti keracunan makanan massal (9.000 kasus) dan protes atas biaya hidup (BBC).

Ekonomi: Pertumbuhan GDP 5%, tapi FDI turun dan demonstrasi kritik ketidaksetaraan (The Diplomat).

Untuk detail, cek sumber resmi.",Sat Dec 27 13:03:19 +0000 2025,in,0,0,1,0,73,True,2.0049005478293998e+18,2004843750137438598,grok,8503429,567,False,False,search,bukti nyata prabowo presiden indonesia berdasarkan sumber beragam positif kemajuan diplomasi 15 kunjungan 24 negara pertemuan pemimpin global peran aktif pbb mendukung palestina news program makan gratis anak sekolah diluncurkan hadapi tantangan keracunan makanan massal 000 protes biaya hidup bbc ekonomi pertumbuhan gdp fdi turun demonstrasi kritik ketidaksetaraan the diplomat detail cek sumber resmi,NETRAL,0.85,Tweet menyampaikan informasi faktual tentang program dan situasi ekonomi tanpa mengekspresikan opini sentimen yang jelas.,NETRAL,0.6,parsed from text
2004751219114512713,https://x.com/barisansopan/status/2004751219114512713,"Lonjakan besar MBG selama 2025 bukan sekadar program makan gratis. Ini langkah nyata negara mengurangi kesenjangan gizi, memastikan semua anak punya kesempatan tumbuh sehat dan cerdas. Investasi masa depan bangsa dimulai dari sekolah https://t.co/0ZJYmSdD6W",Sat Dec 27 03:08:31 +0000 2025,in,0,0,0,0,31,False,,2004751219114512713,barisansopan,7116,257,False,False,search,lonjakan mbg 2025 bukan program makan gratis langkah nyata negara mengurangi kesenjangan gizi anak kesempatan tumbuh sehat cerdas investasi bangsa sekolah,NETRAL,0.85,Tweet menyampaikan informasi tentang Program MBG tanpa mengekspresikan opini positif atau negatif yang jelas.,POSITIF,0.85,Tweet mengekspresikan dukungan dan apresiasi terhadap Program MBG 2025 dengan menyebutnya sebagai 'langkah nyata' dan 'investasi bangsa'. Frasa 'kesempatan tumbuh sehat cerdas' menunjukkan optimisme dan harapan positif terhadap program. Tidak ada indikator kritik atau keluhan.
